1, 0.0, 5946, 4754, 3252, 13782,
2, 0.001, 7697, 6180, 4221, 17890,
3, 0.002, 7693, 6169, 4213, 17867,
4, 0.003, 7689, 6164, 4211, 17855,
5, 0.004, 7686, 6158, 4207, 17843,
6, 0.005, 7685, 6159, 4211, 17846,
7, 0.006, 7685, 6156, 4209, 17842,
8, 0.007, 7684, 6161, 4218, 17856,
9, 0.008, 7682, 6162, 4221, 17857,
10, 0.009, 7680, 6164, 4226, 17863,
11, 0.01, 7679, 6169, 4235, 17877,
12, 0.011, 7679, 6170, 4236, 17878,
13, 0.012, 7679, 6174, 4243, 17889,
14, 0.013, 7678, 6177, 4247, 17894,
15, 0.014, 7677, 6179, 4250, 17900,
16, 0.015, 7676, 6182, 4257, 17911,
17, 0.016, 7676, 6190, 4268, 17930,
18, 0.017, 7675, 6190, 4268, 17930,
19, 0.018, 7675, 6195, 4276, 17942,
20, 0.019, 7674, 6197, 4279, 17948,
21, 0.02, 7674, 6199, 4282, 17953,
22, 0.021, 7675, 6205, 4291, 17969,
23, 0.022, 7673, 6211, 4302, 17985,
24, 0.023, 7672, 6212, 4302, 17985,
25, 0.024, 7671, 6216, 4310, 17997,
26, 0.025, 7671, 6219, 4313, 18004,
27, 0.026, 7670, 6221, 4318, 18011,
28, 0.027, 7670, 6225, 4325, 18021,
29, 0.028, 7668, 6231, 4335, 18037,
30, 0.029, 7668, 6233, 4336, 18039,
31, 0.03, 7667, 6236, 4341, 18047,
32, 0.031, 7667, 6240, 4347, 18058,
33, 0.032, 7666, 6241, 4350, 18062,
34, 0.033, 7667, 6248, 4359, 18079,
35, 0.034, 7666, 6247, 4371, 18078,
36, 0.035, 7666, 6255, 4371, 18097,
37, 0.036, 7664, 6258, 4377, 18106,
38, 0.037, 7663, 6261, 4381, 18113,
39, 0.038, 7663, 6265, 4386, 18122,
40, 0.039, 7663, 6269, 4393, 18135,
41, 0.04, 7663, 6271, 4395, 18138,
42, 0.041, 7663, 6278, 4405, 18155,
43, 0.042, 7661, 6284, 4415, 18170,
44, 0.043, 7661, 6285, 4416, 18173,
45, 0.044, 7661, 6289, 4423, 18184,
46, 0.045, 7660, 6292, 4428, 18192,
47, 0.046, 7660, 6295, 4432, 18199,
48, 0.047, 7660, 6300, 4439, 18213,
49, 0.048, 7660, 6300, 4440, 18214,
50, 0.049, 7660, 6308, 4451, 18233,
51, 0.05, 7661, 6313, 4459, 18247,
52, 0.051, 7658, 6323, 4474, 18271,
53, 0.052, 7657, 6323, 4474, 18271,
54, 0.053, 7657, 6327, 4481, 18283,
55, 0.054, 7657, 6331, 4486, 18291,
56, 0.055, 7656, 6331, 4487, 18293,
57, 0.056, 7655, 6338, 4497, 18309,
58, 0.057, 7655, 6345, 4508, 18327,
59, 0.058, 7654, 6346, 4509, 18329,
60, 0.059, 7654, 6351, 4516, 18342,
61, 0.06, 7654, 6354, 4521, 18350,
62, 0.061, 7655, 6362, 4532, 18371,
63, 0.062, 7653, 6361, 4533, 18369,
64, 0.063, 7655, 6366, 4539, 18383,
65, 0.064, 7652, 6368, 4544, 18388,
66, 0.065, 7652, 6370, 4546, 18391,
67, 0.066, 7651, 6375, 4555, 18406,
68, 0.067, 7650, 6383, 4565, 18423,
69, 0.068, 7650, 6383, 4567, 18426,
70, 0.069, 7650, 6386, 4571, 18434,
71, 0.07, 7649, 6391, 4579, 18445,
72, 0.071, 7650, 6392, 4580, 18447,
73, 0.072, 7649, 6399, 4591, 18466,
74, 0.073, 7648, 6405, 4600, 18481,
75, 0.074, 7647, 6406, 4601, 18483,
76, 0.075, 7647, 6407, 4604, 18487,
77, 0.076, 7646, 6414, 4613, 18504,
78, 0.077, 7645, 6419, 4622, 18518,
79, 0.078, 7646, 6422, 4626, 18526,
80, 0.079, 7646, 6425, 4629, 18532,
81, 0.08, 7645, 6430, 4637, 18545,
82, 0.081, 7644, 6436, 4647, 18562,
83, 0.082, 7644, 6437, 4648, 18563,
84, 0.083, 7644, 6441, 4653, 18573,
85, 0.084, 7644, 6445, 4660, 18584,
86, 0.085, 7643, 6453, 4672, 18603,
87, 0.086, 7643, 6452, 4672, 18603,
88, 0.087, 7642, 6456, 4678, 18613,
89, 0.088, 7643, 6461, 4684, 18625,
90, 0.089, 7642, 6463, 4687, 18630,
91, 0.09, 7642, 6469, 4696, 18645,
92, 0.091, 7641, 6474, 4703, 18658,
93, 0.092, 7640, 6476, 4707, 18663,
94, 0.093, 7640, 6483, 4717, 18681,
95, 0.094, 7639, 6484, 4719, 18682,
96, 0.095, 7639, 6484, 4720, 18684,
97, 0.096, 7639, 6492, 4731, 18704,
98, 0.097, 7638, 6497, 4738, 18716,
99, 0.098, 7639, 6499, 4743, 18723,
100, 0.099, 7638, 6500, 4743, 18724,
101, 0.1, 7636, 6509, 4758, 18748,
102, 0.101, 7637, 6515, 4766, 18762,
103, 0.102, 7636, 6520, 4774, 18777,
104, 0.103, 7635, 6522, 4777, 18782,
