control_value,R,G,B,W
0.91,1055,1307,1438,3803
0.911,1055,1307,1438,3803
0.912,1055,1308,1439,3804
0.913,1054,1308,1440,3804
0.914,1054,1308,1440,3805
0.915,1053,1308,1441,3806
0.916,1053,1308,1441,3805
0.917,1052,1309,1442,3807
0.918,1051,1309,1443,3808
0.919,1051,1310,1444,3809
0.92,1051,1310,1445,3809
0.921,1050,1310,1445,3809
0.922,1050,1310,1446,3810
0.923,1049,1311,1447,3811
0.924,1049,1311,1447,3811
0.925,1048,1311,1448,3812
0.926,1047,1312,1450,3814
0.927,1047,1312,1450,3814
0.928,1046,1312,1450,3814
0.929,1046,1312,1451,3815
0.93,1046,1312,1451,3815
0.931,1044,1313,1453,3816
0.932,1044,1313,1454,3817
0.933,1043,1314,1454,3817
0.934,1043,1314,1455,3818
0.935,1042,1314,1456,3819
0.936,1042,1314,1456,3819
0.937,1041,1315,1457,3820
0.938,1040,1315,1458,3821
0.939,1040,1315,1458,3821
0.94,1039,1315,1459,3821
0.941,1039,1316,1460,3822
0.942,1038,1316,1460,3823
0.945,1058,1336,1481,3882
0.946,1035,1317,1463,3824
0.947,1035,1317,1463,3824
0.948,1034,1317,1464,3824
0.949,1034,1317,1465,3825
0.95,1033,1317,1465,3825
0.951,1032,1318,1467,3826
0.952,1031,1318,1467,3827
0.953,1031,1318,1468,3827
0.954,1030,1319,1469,3828
0.955,1030,1319,1469,3829
0.956,1029,1319,1470,3829
0.957,1028,1319,1471,3830
0.958,1028,1320,1472,3830
0.959,1027,1320,1472,3831
0.96,1027,1320,1473,3831
0.961,1027,1320,1473,3831
0.962,1026,1321,1474,3833
0.963,1025,1321,1476,3834
0.964,1025,1321,1476,3834
0.965,1024,1322,1477,3835
0.966,1024,1322,1477,3835
0.967,1023,1322,1478,3836
0.968,1023,1323,1479,3837
0.969,1021,1323,1480,3838
0.97,1021,1323,1480,3838
0.971,1021,1323,1481,3838
0.972,1020,1324,1482,3839
0.973,1020,1324,1482,3840
0.974,1019,1324,1483,3840
0.975,1018,1325,1484,3841
0.976,1018,1325,1485,3842
0.977,1017,1325,1485,3842
0.978,1017,1326,1486,3844
0.979,1017,1326,1486,3844
0.98,1016,1326,1487,3844
0.981,1015,1326,1489,3845
0.982,1015,1326,1489,3845
0.983,1014,1327,1489,3846
0.984,1014,1327,1490,3846
0.985,1013,1327,1491,3848
0.986,1013,1327,1491,3848
0.987,1012,1328,1492,3848
0.988,1011,1328,1493,3848
0.989,1011,1328,1493,3849
0.99,1010,1328,1494,3850
0.991,1010,1329,1495,3851
0.992,1009,1329,1496,3852
0.993,1009,1329,1496,3852
0.994,1008,1330,1497,3853
0.995,1008,1330,1497,3852
0.996,1007,1330,1499,3854
0.997,1006,1330,1499,3854
0.998,1006,1330,1499,3854
0.999,1006,1331,1500,3855
0.001,454,312,226,973
0.002,454,312,225,972
0.003,454,311,225,971
0.004,453,311,225,971
0.005,453,311,225,971
0.006,453,311,225,971
0.007,453,311,225,971
0.008,453,311,225,971
0.009,453,311,226,971
0.01,453,312,226,972
0.011,453,312,227,973
0.012,456,314,228,979
0.013,456,314,228,979
0.014,456,314,228,980
0.015,456,315,229,980
0.016,455,315,229,981
0.017,455,315,229,981
0.018,455,315,230,982
0.019,455,315,230,982
0.02,455,315,230,982
0.021,455,316,230,983
0.022,455,316,231,983
0.023,455,316,231,984
0.024,455,316,232,985
0.025,455,316,232,985
0.026,455,316,232,985
0.027,455,317,232,986
0.028,455,317,233,987
0.029,455,317,233,987
0.03,455,317,233,987
0.031,455,317,233,988
0.032,455,318,234,988
0.033,455,318,234,988
0.034,455,318,234,989
0.035,455,318,234,989
0.036,455,318,235,990
0.037,455,318,235,990
0.038,455,319,235,991
0.039,454,319,236,991
0.04,454,319,236,992
0.041,454,319,236,992
0.042,454,320,237,993
0.043,454,320,237,993
0.044,454,320,237,994
0.045,454,320,237,994
0.046,454,320,238,995
0.047,454,320,238,995
0.048,454,320,238,995
0.049,454,321,238,996
0.05,454,321,239,997
0.051,454,321,239,997
0.052,454,321,240,998
0.053,454,322,240,999
0.054,454,322,240,999
0.055,454,322,240,1000
0.056,454,322,241,1000
0.057,454,322,241,1000
0.058,454,323,241,1001
0.059,454,323,242,1002
0.06,454,323,242,1002
0.061,454,323,242,1003
0.062,454,323,242,1003
0.063,454,323,243,1003
0.064,454,324,243,1004
0.065,454,324,244,1005
0.066,454,324,244,1005
0.067,454,324,244,1006
0.068,454,324,244,1006
0.069,454,325,244,1006
0.07,453,325,245,1007
0.071,453,325,245,1007
0.072,453,325,245,1008
0.073,453,325,246,1009
0.074,453,325,246,1009
0.075,453,326,246,1009
0.076,453,326,247,1010
0.077,453,326,247,1010
0.078,453,326,247,1011
0.079,453,327,248,1012
0.08,453,327,248,1012
0.081,453,327,248,1013
0.082,453,327,248,1013
0.083,453,327,248,1013
0.084,453,327,249,1014
0.085,453,328,249,1015
0.086,453,328,249,1015
0.087,453,328,250,1016
0.088,453,328,250,1016
0.089,453,328,250,1016
0.09,453,329,251,1017
0.091,453,329,251,1018
0.092,453,329,251,1018
0.093,453,329,252,1019
0.094,453,329,252,1019
0.095,453,329,252,1019
0.096,453,330,252,1020
0.097,453,330,252,1020
0.098,453,330,253,1021
0.099,453,330,253,1022
0.1,453,331,254,1022
0.101,453,331,254,1023
0.102,453,331,255,1024
0.103,452,331,255,1024
0.104,452,331,255,1025
0.105,452,332,255,1025
0.106,452,332,255,1025
0.107,452,332,256,1026
0.108,452,332,256,1027
0.109,452,332,256,1027
0.11,452,333,257,1028
0.111,452,333,257,1028
0.112,452,333,257,1029
0.113,452,333,258,1029
0.114,452,334,258,1030
0.115,452,334,258,1030
0.116,452,334,259,1031
0.117,452,334,259,1031
0.118,452,334,259,1032
0.119,452,334,259,1032
0.12,452,334,260,1033
0.121,452,335,260,1033
0.122,452,335,261,1034
0.123,452,335,261,1034
0.124,452,335,261,1035
0.125,452,335,261,1035
0.126,452,336,261,1036
0.127,452,336,262,1036
0.128,452,336,262,1037
0.129,452,336,262,1037
0.13,452,337,263,1038
0.131,452,337,263,1038
0.132,452,337,263,1039
0.133,452,337,264,1040
0.134,452,337,264,1040
0.135,452,337,264,1040
0.136,452,338,264,1041
0.137,452,338,265,1041
0.138,452,338,265,1042
0.139,452,338,265,1042
0.14,452,338,266,1043
0.141,452,339,266,1043
0.142,452,339,266,1044
0.143,451,339,266,1044
0.144,451,339,267,1045
0.145,451,339,267,1046
0.146,451,340,267,1046
0.147,451,340,268,1046
0.148,451,340,268,1047
0.149,451,340,268,1048
0.15,451,340,269,1048
0.151,451,341,269,1049
0.152,451,341,269,1050
0.153,451,341,270,1050
0.154,451,341,270,1051
0.155,451,341,270,1051
0.156,451,342,271,1052
0.157,451,342,271,1052
0.158,451,342,271,1053
0.159,451,342,272,1054
0.16,451,342,272,1054
0.161,451,343,272,1054
0.162,451,343,272,1055
0.163,451,343,273,1055
0.164,451,343,273,1056
0.165,451,343,273,1056
0.166,451,344,273,1057
0.167,451,344,274,1058
0.168,451,344,274,1058
0.169,451,344,274,1058
0.17,451,344,275,1059
0.171,451,345,275,1059
0.172,451,345,275,1060
0.173,451,345,276,1061
0.174,451,345,276,1061
0.175,451,345,276,1061
0.176,451,346,276,1062
0.177,451,346,277,1063
0.178,451,346,277,1063
0.179,451,346,277,1064
0.18,451,346,278,1064
0.181,451,346,278,1065
0.182,451,347,278,1065
0.183,451,347,278,1065
0.184,450,347,279,1066
0.185,450,347,279,1067
0.186,450,347,279,1067
0.187,450,348,280,1067
0.188,450,348,280,1068
0.189,450,348,281,1069
0.19,450,348,281,1069
0.191,450,348,281,1069
0.192,450,349,281,1070
0.193,450,349,281,1070
0.194,450,349,282,1071
0.195,450,349,282,1072
0.196,450,349,282,1072
0.197,450,349,282,1072
0.198,450,350,283,1073
0.199,450,350,283,1074
0.2,450,350,284,1074
0.201,450,351,284,1075
0.202,450,351,285,1076
0.203,450,351,285,1076
0.204,450,351,285,1077
0.205,450,351,285,1077
0.206,450,351,285,1077
0.207,450,352,286,1078
0.208,450,352,286,1079
0.209,450,352,286,1079
0.21,450,352,287,1080
0.211,450,353,287,1080
0.212,450,353,287,1081
0.213,450,353,288,1081
0.214,450,353,288,1081
0.215,450,353,288,1082
0.216,450,354,289,1083
0.217,450,354,289,1083
0.218,450,354,289,1084
0.219,450,354,289,1084
0.22,449,354,290,1085
0.221,449,354,290,1085
0.222,449,355,290,1086
0.223,449,355,291,1086
0.224,449,355,291,1087
0.225,449,355,291,1088
0.226,449,356,292,1089
0.227,449,356,292,1089
0.228,449,356,292,1089
0.229,449,356,292,1090
0.23,449,356,293,1091
0.231,449,356,293,1091
0.232,449,357,293,1091
0.233,449,357,294,1092
0.234,449,357,294,1092
0.235,449,357,294,1093
0.236,449,357,294,1093
0.237,449,358,295,1094
0.238,449,358,295,1095
0.239,449,358,295,1095
0.24,449,358,296,1095
0.241,449,358,296,1096
0.242,449,358,296,1096
0.243,449,359,297,1097
0.244,449,359,297,1097
0.245,449,359,297,1098
0.246,449,359,298,1099
0.247,449,360,298,1099
0.248,449,360,298,1099
0.249,449,360,298,1100
0.25,449,360,298,1100
0.251,449,360,299,1101
0.252,449,361,299,1102
0.253,449,361,300,1102
0.254,449,361,300,1103
0.255,449,361,301,1104
0.256,449,361,301,1104
0.257,448,362,301,1104
0.258,448,362,301,1105
0.259,448,362,301,1105
0.26,448,362,302,1106
0.261,448,362,302,1106
0.262,448,363,302,1107
0.263,448,363,303,1108
0.264,448,363,303,1108
0.265,448,363,303,1109
0.266,448,363,304,1109
0.267,448,364,304,1109
0.268,448,364,304,1110
0.269,448,364,305,1111
0.27,448,364,305,1111
0.271,448,364,305,1112
0.272,448,365,305,1112
0.273,448,365,306,1113
0.274,448,365,306,1113
0.275,448,365,306,1113
0.276,448,365,306,1114
0.277,448,366,307,1115
0.278,448,366,307,1115
0.279,448,366,307,1116
0.28,448,366,308,1116
0.281,448,366,308,1117
0.282,448,366,308,1117
0.283,448,367,308,1117
0.284,448,367,309,1118
0.285,448,367,309,1119
0.286,448,367,309,1119
0.287,448,367,310,1119
0.288,448,368,310,1120
0.289,448,368,310,1121
0.29,448,368,311,1121
0.291,448,368,311,1122
0.292,448,368,311,1122
0.293,448,369,312,1123
0.294,448,369,312,1123
0.295,447,369,312,1124
0.296,447,369,312,1124
0.297,447,369,313,1125
0.298,447,370,313,1125
0.299,447,370,313,1126
0.3,447,370,314,1127
0.301,447,370,314,1127
0.302,447,371,315,1128
0.303,447,371,315,1129
0.304,447,371,315,1129
0.305,447,371,315,1130
0.306,447,371,316,1130
0.307,447,372,316,1131
0.308,447,372,316,1131
0.309,447,372,317,1132
0.31,447,372,317,1132
0.311,447,372,317,1133
0.312,447,373,317,1133
0.313,447,373,318,1134
0.314,447,373,318,1134
0.315,447,373,318,1135
0.316,447,373,319,1136
0.317,447,373,319,1136
0.318,447,374,319,1136
0.319,447,374,320,1137
0.32,447,374,320,1137
0.321,447,374,320,1138
0.322,447,375,321,1139
0.323,447,375,321,1139
0.324,447,375,321,1139
0.325,447,375,321,1140
0.326,447,375,321,1140
0.327,447,375,322,1141
0.328,447,375,322,1141
0.329,446,376,322,1142
0.33,446,376,323,1143
0.331,446,376,323,1143
0.332,446,376,323,1143
0.333,446,377,324,1144
0.334,446,377,324,1144
0.335,446,377,324,1145
0.336,446,377,325,1146
0.337,446,377,325,1146
0.338,446,378,325,1146
0.339,446,378,325,1147
0.34,446,378,326,1147
0.341,446,378,326,1148
0.342,446,378,327,1149
0.343,446,378,327,1149
0.344,446,379,327,1150
0.345,446,379,327,1150
0.346,446,379,327,1150
0.347,446,379,328,1151
0.348,446,379,328,1151
0.349,446,380,328,1152
0.35,446,380,329,1153
0.351,446,380,329,1153
0.352,446,380,330,1154
0.353,446,381,330,1155
0.354,446,381,330,1155
0.355,446,381,330,1156
0.356,446,381,331,1156
0.357,446,382,331,1157
0.358,446,382,331,1157
0.359,446,382,332,1158
0.36,446,382,332,1158
0.361,446,382,332,1158
0.362,446,382,332,1159
0.363,446,383,333,1160
0.364,446,383,333,1160
0.365,445,383,333,1161
0.366,445,383,334,1161
0.367,445,383,334,1161
0.368,445,384,334,1162
0.369,445,384,335,1163
0.37,445,384,335,1163
0.371,445,384,335,1164
0.372,445,384,335,1164
0.373,445,384,336,1164
0.374,445,385,336,1165
0.375,445,385,336,1165
0.376,445,385,337,1166
0.377,445,385,337,1167
0.378,445,385,337,1167
0.379,445,386,337,1168
0.38,445,386,338,1168
0.381,445,386,338,1168
0.382,445,386,338,1169
0.383,445,387,339,1170
0.384,445,387,339,1170
0.385,445,387,339,1171
0.386,445,387,340,1171
0.387,445,387,340,1172
0.388,445,387,340,1172
0.389,445,388,341,1173
0.39,445,388,341,1173
0.391,445,388,341,1174
0.392,445,388,341,1174
0.393,445,388,341,1175
0.394,445,389,342,1175
0.395,445,389,342,1176
0.396,445,389,342,1176
0.397,445,389,343,1177
0.398,445,389,343,1178
0.399,445,389,343,1178
0.4,444,390,344,1179
0.401,444,390,344,1180
0.402,444,390,345,1180
0.403,444,390,345,1181
0.404,444,391,345,1181
0.405,444,391,345,1182
0.406,444,391,346,1182
0.407,444,391,346,1183
0.408,444,391,346,1183
0.409,444,392,347,1184
0.41,444,392,347,1184
0.411,444,392,347,1185
0.412,444,392,348,1186
0.413,444,392,348,1186
0.414,444,393,348,1186
0.415,444,393,348,1187
0.416,444,393,349,1187
0.417,444,393,349,1188
0.418,444,394,350,1189
0.419,444,394,350,1189
0.42,444,394,350,1189
0.421,444,394,350,1190
0.422,444,394,350,1190
0.423,444,394,351,1191
0.424,444,394,351,1191
0.425,444,395,351,1192
0.426,444,395,352,1192
0.427,444,395,352,1193
0.428,444,395,352,1193
0.429,444,396,353,1194
0.43,444,396,353,1194
0.431,444,396,353,1195
0.432,443,396,354,1196
0.433,443,396,354,1196
0.434,443,397,354,1196
0.435,443,397,354,1197
0.436,443,397,355,1197
0.437,443,397,355,1198
0.438,443,397,356,1198
0.439,443,397,355,1199
0.44,443,398,356,1199
0.441,443,398,356,1200
0.442,443,398,356,1200
0.443,443,398,357,1201
0.444,443,399,357,1202
0.445,443,399,357,1202
0.446,443,399,358,1202
0.447,443,399,358,1203
0.448,443,399,358,1203
0.449,443,399,358,1204
0.45,443,400,359,1205
0.451,443,400,359,1205
0.452,443,400,360,1206
0.453,443,400,360,1207
0.454,443,401,360,1207
0.455,443,401,361,1208
0.456,443,401,361,1208
0.457,443,401,361,1208
0.458,443,401,361,1209
0.459,443,402,362,1210
0.46,443,402,362,1210
0.461,442,402,362,1210
0.462,442,402,363,1211
0.463,442,402,363,1211
0.464,442,402,363,1212
0.465,442,402,363,1212
0.466,442,403,364,1213
0.467,442,403,364,1214
0.468,442,403,364,1214
0.469,442,403,365,1214
0.47,442,403,365,1215
0.471,442,404,365,1215
0.472,442,404,366,1216
0.473,442,404,366,1217
0.474,442,404,366,1217
0.475,442,405,366,1218
0.476,442,405,367,1218
0.477,442,405,367,1218
0.478,442,405,367,1219
0.479,442,405,367,1219
0.48,442,405,368,1220
0.481,442,406,368,1221
0.482,442,406,368,1221
0.483,442,406,369,1221
0.484,442,406,369,1222
0.485,442,406,369,1222
0.486,442,407,370,1223
0.487,442,407,370,1224
0.488,442,407,370,1224
0.489,442,407,370,1224
0.49,442,407,371,1225
0.491,442,407,371,1225
0.492,442,408,371,1226
0.493,441,408,372,1227
0.494,441,408,372,1227
0.495,441,408,372,1227
0.496,441,408,373,1228
0.497,441,409,373,1228
0.498,441,409,373,1229
0.499,441,409,374,1229
0.5,441,410,374,1231
0.501,440,411,376,1234
0.502,440,411,377,1234
0.503,440,411,377,1235
0.504,440,411,378,1235
0.505,440,411,378,1235
0.506,439,411,378,1235
0.507,439,412,378,1236
0.508,439,412,378,1236
0.509,439,412,379,1236
0.51,439,412,379,1237
0.511,439,412,379,1237
0.512,438,412,380,1238
0.513,438,412,380,1238
0.514,438,413,380,1238
0.515,438,413,381,1238
0.516,438,413,381,1238
0.517,437,413,381,1239
0.518,437,413,382,1239
0.519,437,413,382,1240
0.52,437,413,382,1240
0.521,437,413,382,1240
0.522,437,414,382,1240
0.523,436,414,383,1241
0.524,436,414,383,1241
0.525,436,414,383,1241
0.526,436,414,384,1242
0.527,436,414,384,1242
0.528,435,414,384,1242
0.529,435,415,384,1243
0.53,435,415,385,1243
0.531,435,415,385,1243
0.532,435,415,386,1244
0.533,435,415,386,1244
0.534,434,415,386,1244
0.535,434,415,386,1245
0.536,434,415,386,1245
0.537,434,416,387,1245
0.538,434,416,387,1246
0.539,434,416,387,1246
0.54,433,416,388,1246
0.541,433,416,388,1246
0.542,433,416,388,1247
0.543,433,416,388,1247
0.544,433,417,389,1248
0.545,433,417,389,1247
0.546,432,417,389,1248
0.547,432,417,390,1248
0.548,432,417,390,1249
0.549,432,417,390,1249
0.55,432,417,390,1249
0.551,431,418,391,1250
0.552,431,418,391,1250
0.553,431,418,391,1250
0.554,431,418,392,1251
0.555,430,418,392,1251
0.556,430,418,392,1251
0.557,430,418,393,1252
0.558,430,418,393,1252
0.559,430,418,393,1252
0.56,430,419,393,1252
0.561,429,419,394,1253
0.562,429,419,394,1253
0.563,429,419,394,1253
0.564,429,419,395,1254
0.565,429,419,395,1254
0.566,429,419,395,1254
0.567,429,420,395,1254
0.568,428,420,396,1255
0.569,428,420,396,1256
0.57,428,420,396,1256
0.571,428,420,397,1256
0.572,428,420,397,1256
0.573,427,420,397,1256
0.574,427,421,397,1257
0.575,427,421,398,1257
0.576,427,421,398,1258
0.577,427,421,398,1258
0.578,426,421,399,1258
0.579,426,421,399,1258
0.58,426,421,399,1259
0.581,426,421,399,1259
0.582,426,422,400,1259
0.583,426,422,400,1260
0.584,425,422,400,1260
0.585,425,422,401,1260
0.586,425,422,401,1260
0.587,425,422,401,1261
0.588,425,422,401,1261
0.589,424,423,402,1261
0.59,424,423,402,1262
0.591,424,423,402,1262
0.592,424,423,402,1262
0.593,424,423,403,1262
0.594,424,423,403,1263
0.595,423,423,403,1263
0.596,423,423,404,1263
0.597,423,423,404,1264
0.598,423,424,404,1264
0.599,423,424,404,1264
0.6,422,424,405,1265
0.601,422,424,405,1265
0.602,422,424,405,1265
0.603,422,424,406,1266
0.604,422,424,406,1266
0.605,421,425,406,1266
0.606,421,425,407,1267
0.607,421,425,407,1267
0.608,421,425,407,1267
0.609,421,425,407,1267
0.61,421,425,408,1268
0.611,420,425,408,1268
0.612,420,426,408,1268
0.613,420,426,408,1268
0.614,420,426,409,1269
0.615,420,426,409,1269
0.616,420,426,409,1269
0.617,419,426,410,1270
0.618,419,426,410,1270
0.619,419,426,410,1270
0.62,419,427,411,1271
0.621,419,427,411,1271
0.622,418,427,411,1271
0.623,418,427,411,1271
0.624,418,427,411,1272
0.625,418,427,412,1272
0.626,418,427,412,1272
0.627,418,427,412,1273
0.628,417,427,413,1273
0.629,417,428,413,1273
0.63,417,428,413,1273
0.631,417,428,413,1274
0.632,416,428,414,1274
0.633,416,428,414,1274
0.634,416,428,414,1274
0.635,416,428,414,1275
0.636,416,428,415,1275
0.637,416,429,415,1275
0.638,415,429,415,1276
0.639,415,429,416,1276
0.64,415,429,416,1276
0.641,415,429,416,1277
0.642,415,429,416,1277
0.643,415,429,417,1277
0.644,414,430,417,1278
0.645,414,430,417,1278
0.646,414,430,417,1278
0.647,414,430,418,1278
0.648,414,430,418,1278
0.649,414,430,418,1279
0.65,414,430,418,1279
0.651,413,430,419,1280
0.652,413,431,419,1280
0.653,413,431,420,1280
0.654,413,431,420,1281
0.655,412,431,420,1281
0.656,412,431,420,1281
0.657,412,431,421,1281
0.658,412,431,421,1282
0.659,412,431,421,1282
0.66,411,432,421,1282
0.661,411,431,421,1282
0.662,411,432,422,1283
0.663,411,432,422,1283
0.664,411,432,423,1283
0.665,411,432,423,1284
0.666,410,432,423,1284
0.667,410,432,423,1284
0.668,410,432,424,1284
0.669,410,433,424,1285
0.67,410,433,424,1285
0.671,409,433,424,1285
0.672,409,433,425,1285
0.673,409,433,425,1286
0.674,409,433,425,1286
0.675,409,433,425,1286
0.676,409,433,426,1287
0.677,408,434,426,1287
0.678,408,434,426,1287
0.679,408,434,427,1288
0.68,408,434,427,1288
0.681,408,434,427,1288
0.682,408,434,427,1288
0.683,407,434,427,1288
0.684,407,434,428,1289
0.685,407,435,428,1289
0.686,407,435,428,1289
0.687,407,435,429,1290
0.688,406,435,429,1290
0.689,406,435,429,1290
0.69,406,435,429,1290
0.691,406,435,430,1291
0.692,406,435,430,1291
0.693,406,435,430,1291
0.694,405,435,430,1291
0.695,405,436,431,1292
0.696,405,436,431,1292
0.697,405,436,431,1292
0.698,405,436,432,1293
0.699,404,436,432,1293
0.7,404,436,432,1293
0.701,404,436,433,1294
0.702,404,436,433,1294
0.703,404,437,433,1294
0.704,404,437,433,1294
0.705,403,437,434,1295
0.706,403,437,434,1295
0.707,403,437,434,1295
0.708,403,437,434,1296
0.709,402,437,435,1296
0.71,402,437,435,1296
0.711,402,438,435,1296
0.712,402,438,436,1297
0.713,402,438,436,1297
0.714,402,438,436,1297
0.715,401,438,436,1298
0.716,401,438,437,1298
0.717,401,438,437,1298
0.718,401,438,437,1298
0.719,401,439,437,1298
0.72,401,439,438,1299
0.721,400,439,438,1299
0.722,400,439,438,1299
0.723,400,439,438,1300
0.724,400,439,439,1300
0.725,400,439,439,1300
0.726,400,439,439,1300
0.727,399,439,439,1301
0.728,399,440,440,1301
0.729,399,440,440,1301
0.73,399,440,440,1302
0.731,399,440,441,1302
0.732,398,440,441,1302
0.733,398,440,441,1302
0.734,398,440,441,1303
0.735,398,440,442,1303
0.736,398,441,442,1303
0.737,397,441,442,1303
0.738,397,441,442,1304
0.739,397,441,443,1304
0.74,397,441,443,1304
0.741,397,441,443,1305
0.742,396,441,444,1305
0.743,396,441,444,1305
0.744,396,441,444,1305
0.745,396,442,444,1306
0.746,396,442,444,1306
0.747,396,442,445,1306
0.748,396,442,445,1306
0.749,395,442,445,1307
0.75,395,442,446,1307
0.751,395,443,446,1308
0.752,395,443,446,1308
0.753,394,443,447,1308
0.754,394,443,447,1308
0.755,394,443,447,1308
0.756,394,443,447,1309
0.757,394,443,448,1309
0.758,393,443,448,1309
0.759,393,443,448,1310
0.76,393,443,448,1310
0.761,393,444,449,1310
0.762,393,444,449,1310
0.763,393,444,449,1310
0.764,392,444,449,1311
0.765,392,444,450,1311
0.766,392,444,450,1311
0.767,392,444,450,1312
0.768,392,444,450,1312
0.769,392,444,451,1312
0.77,391,445,451,1312
0.771,391,445,451,1312
0.772,391,445,451,1313
0.773,391,445,452,1313
0.774,391,445,452,1313
0.775,390,445,452,1314
0.776,390,445,452,1314
0.777,390,445,453,1314
0.778,390,445,453,1314
0.779,390,445,453,1314
0.78,389,446,453,1315
0.781,389,446,454,1315
0.782,389,446,454,1316
0.783,389,446,454,1316
0.784,389,446,455,1316
0.785,389,446,455,1316
0.786,388,446,455,1316
0.787,388,446,455,1317
0.788,388,447,456,1317
0.789,388,447,456,1318
0.79,388,447,456,1318
0.791,387,447,456,1318
0.792,387,447,457,1318
0.793,387,447,457,1318
0.794,387,447,457,1319
0.795,387,447,457,1319
0.796,387,448,458,1319
0.797,386,448,458,1319
0.798,386,448,458,1319
0.799,386,448,458,1320
0.8,386,448,459,1321
0.801,386,448,459,1321
0.802,385,448,460,1321
0.803,385,448,460,1321
0.804,385,448,460,1321
0.805,385,449,460,1321
0.806,385,449,460,1322
0.807,384,449,461,1322
0.808,384,449,461,1322
0.809,384,449,461,1323
0.81,384,449,461,1323
0.811,384,449,462,1323
0.812,383,450,462,1324
0.813,383,449,462,1324
0.814,383,450,463,1324
0.815,383,450,463,1324
0.816,383,450,463,1324
0.817,383,450,463,1324
0.818,382,450,463,1325
0.819,382,450,464,1325
0.82,382,450,464,1325
0.821,382,450,464,1325
0.822,382,450,465,1326
0.823,381,451,465,1326
0.824,381,451,465,1326
0.825,381,451,465,1326
0.826,381,451,465,1327
0.827,381,451,466,1327
0.828,380,451,466,1327
0.829,380,451,466,1327
0.83,380,451,467,1328
0.831,380,451,467,1328
0.832,380,451,467,1328
0.833,380,452,467,1328
0.834,379,452,468,1329
0.835,379,452,468,1329
0.836,379,452,468,1329
0.837,379,452,468,1329
0.838,379,452,468,1329
0.839,379,452,469,1330
0.84,378,452,469,1330
0.841,378,452,469,1330
0.842,378,453,470,1331
0.843,378,453,470,1331
0.844,378,453,470,1331
0.845,377,453,470,1331
0.846,377,453,470,1331
0.847,377,453,471,1332
0.848,377,453,471,1332
0.849,377,453,471,1332
0.85,376,453,472,1332
0.851,376,454,472,1333
0.852,376,454,472,1333
0.853,376,454,473,1333
0.854,376,454,473,1334
0.855,376,454,473,1334
0.856,375,454,473,1334
0.857,375,454,474,1334
0.858,375,454,474,1334
0.859,375,454,474,1335
0.86,374,455,474,1335
0.861,374,455,474,1335
0.862,374,455,475,1335
0.863,374,455,475,1336
0.864,374,455,475,1336
0.865,374,455,475,1336
0.866,373,455,476,1336
0.867,373,455,476,1337
