1, 3544, 217,
2, 3569, 448,
3, 3569, 448,
4, 3569, 446,
5, 3572, 447,
6, 3572, 447,
7, 3572, 447,
8, 3572, 447,
9, 3572, 447,
10, 3577, 446,
11, 3585, 447,
12, 3585, 446,
13, 3590, 447,
14, 3590, 447,
15, 3595, 446,
16, 3595, 447,
17, 3601, 447,
18, 3601, 447,
19, 3609, 448,
20, 3614, 447,
21, 3616, 447,
22, 3619, 448,
23, 3619, 448,
24, 3624, 447,
25, 3629, 448,
26, 3629, 448,
27, 3634, 447,
28, 3640, 449,
29, 3640, 449,
30, 3645, 448,
31, 3645, 448,
32, 3650, 449,
33, 3655, 450,
34, 3660, 449,
35, 3660, 449,
36, 3665, 449,
37, 3665, 449,
38, 3670, 450,
39, 3675, 450,
40, 3675, 450,
41, 3681, 450,
42, 3681, 451,
43, 3684, 452,
44, 3694, 450,
45, 3699, 451,
46, 3699, 451,
47, 3699, 453,
48, 3704, 452,
49, 3704, 452,
50, 3709, 453,
51, 3715, 452,
52, 3720, 453,
53, 3722, 453,
54, 3725, 452,
55, 3730, 453,
56, 3740, 452,
57, 3738, 454,
58, 3743, 453,
59, 3745, 453,
60, 3745, 455,
61, 3751, 454,
62, 3756, 455,
63, 3759, 454,
64, 3761, 454,
65, 3764, 455,
66, 3771, 454,
67, 3771, 454,
68, 3771, 456,
69, 3776, 455,
70, 3776, 455,
71, 3781, 456,
72, 3787, 457,
73, 3790, 457,
74, 3795, 457,
75, 3800, 456,
76, 3803, 457,
77, 3805, 457,
78, 3810, 457,
79, 3810, 457,
80, 3812, 457,
81, 3816, 458,
82, 3816, 458,
83, 3821, 459,
84, 3826, 458,
85, 3831, 458,
86, 3831, 459,
87, 3836, 459,
88, 3836, 459,
89, 3841, 459,
90, 3852, 459,
91, 3852, 461,
92, 3857, 460,
93, 3862, 459,
94, 3862, 461,
95, 3867, 460,
96, 3872, 461,
97, 3872, 461,
98, 3877, 460,
99, 3877, 462,
100, 3877, 462,
101, 3888, 462,
102, 3893, 461,
103, 3893, 463,
104, 3898, 462,
105, 3898, 462,
106, 3903, 463,
107, 3908, 464,
108, 3912, 464,
109, 3917, 463,
110, 3918, 463,
111, 3922, 464,
112, 3927, 463,
113, 3927, 463,
114, 3932, 464,
115, 3937, 465,
116, 3937, 465,
117, 3943, 464,
118, 3943, 466,
119, 3943, 466,
120, 3953, 464,
121, 3955, 466,
122, 3958, 465,
123, 3960, 465,
124, 3963, 466,
125, 3970, 465,
126, 3968, 467,
127, 3973, 466,
128, 3979, 467,
129, 3979, 467,
130, 3985, 466,
131, 3985, 466,
132, 3991, 467,
133, 3994, 468,
134, 3996, 468,
135, 4004, 468,
136, 4004, 469,
137, 4010, 468,
138, 4015, 469,
139, 4020, 469,
140, 4020, 469,
141, 4025, 469,
142, 4025, 469,
143, 4030, 470,
144, 4030, 470,
145, 4039, 470,
146, 4040, 470,
147, 4042, 470,
148, 4046, 471,
149, 4046, 471,
150, 4051, 472,
151, 4051, 472,
152, 4061, 472,
153, 4066, 471,
154, 4066, 471,
155, 4071, 472,
156, 4073, 472,
157, 4077, 473,
158, 4078, 473,
159, 4087, 473,
160, 4087, 474,
161, 4097, 473,
162, 4102, 474,
163, 4102, 474,
164, 4102, 475,
165, 4108, 474,
166, 4108, 474,
167, 4113, 475,
168, 4123, 475,
169, 4123, 475,
170, 4123, 475,
171, 4128, 476,
172, 4128, 476,
173, 4133, 476,
174, 4133, 476,
175, 4138, 476,
176, 4144, 477,
177, 4144, 477,
178, 4149, 477,
179, 4154, 477,
180, 4154, 477,
181, 4159, 478,
182, 4164, 477,
183, 4164, 477,
184, 4169, 478,
185, 4169, 478,
186, 4175, 479,
187, 4180, 478,
188, 4185, 479,
189, 4185, 479,
190, 4195, 480,
191, 4190, 480,
192, 4195, 479,
193, 4200, 481,
194, 4211, 480,
195, 4211, 480,
196, 4211, 481,
197, 4216, 481,
198, 4216, 481,
199, 4221, 482,
200, 4226, 482,
201, 4231, 482,
202, 4236, 483,
203, 4240, 482,
204, 4242, 482,
205, 4247, 483,
206, 4247, 483,
207, 4247, 484,
208, 4252, 483,
209, 4252, 483,
210, 4262, 484,
211, 4262, 484,
212, 4267, 484,
213, 4267, 484,
214, 4272, 485,
215, 4276, 485,
216, 4279, 485,
217, 4283, 485,
218, 4284, 485,
219, 4288, 485,
220, 4293, 486,
221, 4298, 486,
222, 4303, 487,
223, 4299, 486,
224, 4309, 488,
225, 4309, 488,
226, 4318, 488,
227, 4319, 488,
228, 4324, 487,
229, 4324, 488,
230, 4329, 488,
231, 4334, 489,
232, 4334, 489,
233, 4340, 489,
234, 4345, 489,
235, 4345, 489,
236, 4350, 490,
237, 4350, 490,
238, 4355, 489,
239, 4360, 490,
240, 4360, 490,
241, 4365, 491,
242, 4370, 490,
243, 4376, 491,
244, 4376, 491,
245, 4376, 491,
246, 4381, 491,
247, 4381, 491,
248, 4387, 491,
249, 4391, 492,
250, 4396, 492,
251, 4401, 493,
252, 4412, 493,
253, 4412, 493,
254, 4417, 492,
255, 4417, 494,
256, 4422, 493,
257, 4426, 494,
258, 4432, 493,
259, 4432, 493,
260, 4437, 494,
261, 4437, 494,
262, 4437, 496,
